id,dim0,dim1
N942,0.5360348,0.19396906
N625,0.48484212,0.1975878
N393,0.51199335,0.10809856
N522,0.5111959,0.14740506
N411,0.56513566,0.047944095
N326,0.6157562,0.12032555
N652,0.6567883,-0.05147741
N163,0.48864916,0.115960926
N882,0.48595935,0.1064519
N239,0.32669225,0.1253529
N118,0.4540639,-0.29955488
N250,-0.5552059,-2.5461414
N104,0.53812414,0.26170912
N1181,0.4393841,-0.24662483
N438,0.5233967,-0.31613684
N1149,0.57489026,0.37870213
N480,0.4210579,0.73644805
N702,0.5461494,-0.5407134
N889,0.7735364,-0.72224367
N818,0.51463675,-0.667459
N527,0.19175644,0.9664118
N669,0.20268774,0.90931976
N900,0.21513736,0.7886499
N205,0.50500154,-0.20043619
N264,-0.8681607,-2.7891462
N77,-0.9486503,-2.904187
N723,0.4039581,-0.2210094
N894,0.26224834,0.9874613
N966,0.25599542,0.9562311
N501,-0.9354993,-2.4677503
N660,-0.8992517,-2.9074278
N452,0.587787,-0.0044568637
N294,0.5436509,-0.2179227
N1000,0.5628282,0.07741547
N1131,0.54581165,0.036809567
N1248,0.5413923,0.022144873
N1147,0.5507478,0.017341828
N1119,0.599077,-0.061159052
N474,0.5745811,0.075093
N860,0.5367779,0.04222324
N1014,0.54145277,0.11024998
N829,-1.0341781,-3.248452
N764,-0.95691764,-2.740982
N665,0.56306034,0.38271943
N1192,0.37410498,0.11632927
N837,-0.7064015,-2.755382
N389,0.527274,-0.099264234
N384,-0.7996254,-2.74229
N1051,-0.8182442,-2.732641
N459,-0.8474133,-2.8183248
N1040,-0.7792512,-2.5700336
N331,-0.874572,-2.800045
N1059,-0.9200191,-2.9937794
N1036,-0.8436028,-2.7721148
N552,-0.7724617,-2.7699358
N171,-0.83687705,-2.7475443
N401,0.53387064,0.47561106
N180,0.63085705,-0.16629547
N175,0.64996475,-0.3069967
N47,0.6137234,-0.283168
N751,0.62701124,-0.38749102
N227,0.6121146,-0.41340274
N1012,0.643659,-0.2597665
N1077,0.6254527,-0.2809577
N961,0.6766395,-0.39444736
N228,0.6854584,-0.45304653
N1223,0.3179926,-0.25017074
N347,0.58397484,0.01681068
N464,0.8070426,-0.43929315
N206,0.32767776,-0.103816055
N94,0.51094085,0.5100354
N268,0.5336854,0.4852599
N372,0.220341,0.7260697
N292,-0.6623036,-3.1529167
N845,-1.7756467,-4.872231
N308,-1.296743,-3.9074674
N340,-1.3734131,-4.041445
N177,-0.46039456,3.2104316
N714,-0.30069605,-2.0208306
N859,0.46344185,0.60545564
N64,0.475609,0.5514549
N371,0.32408947,0.16641633
N1069,-0.98893744,-3.1164913
N563,0.5256886,0.3542222
N564,1.1177835,-1.014347
N1219,1.1981931,-0.9774269
N793,0.6227442,-1.3129212
N489,0.5070716,0.070189334
N832,0.5057328,0.06482752
N1250,0.22090892,0.8555391
N190,0.2322377,0.88936985
N621,0.45100158,0.14943321
N957,0.5037356,0.07927511
N798,-1.4960576,-4.298044
N161,0.265097,0.036528878
N368,0.5249887,0.36382458
N561,0.4925848,0.4470021
N577,0.53502864,0.24664049
N176,0.7537663,-0.36293787
N1032,-0.86390966,-3.1031184
N1233,0.3675669,0.1761847
N717,0.42889038,-0.26990476
N864,-0.84925604,-2.8784034
N1246,-0.98507935,-3.0397663
N91,-0.8383208,-2.9507508
N116,0.5872652,0.35378888
N1231,0.48875096,-0.20358033
N758,0.6039944,-0.39529938
N1026,2.2816534,-2.587911
N815,0.5304363,-0.21154886
N849,0.5498781,-0.42103577
N135,0.5225963,-0.3629344
N873,0.5990551,-0.3643412
N823,0.58648497,-0.59576046
N473,0.51941186,-0.5206777
N1103,0.5471398,-0.8315021
N1133,0.33604223,0.15202646
N223,0.29820037,0.12884223
N279,0.2685684,0.080711514
N1063,0.8850859,-1.0846192
N935,0.5123448,-0.4205056
N558,0.5184969,-0.13001806
N573,0.5497059,0.30408484
N476,-0.852734,-2.9813585
N1033,-0.92640513,-3.1439166
N695,-1.1161711,-3.2119722
N323,0.4710042,-0.20751552
N183,0.66217005,-0.44785047
N23,0.4297527,-0.3362665
N185,0.6980554,-1.5307617
N811,0.57443804,0.32825664
N79,0.5145793,0.43321577
N358,-0.68259794,-2.7548134
N356,-1.7385947,-4.8070426
N633,-1.7328298,-4.684753
N768,-1.7563794,-4.806677
N314,-1.7830794,-4.853951
N651,-1.0727181,-3.6170201
N1145,-1.0459714,-3.173177
N883,-1.0741941,-3.167923
N838,-1.5665386,-4.2899213
N144,-0.80050844,4.1773357
N22,-0.7593648,4.0993595
N1128,-1.0972208,-3.1392646
N718,-1.1274555,-3.263902
N1010,-1.0304178,-3.2700403
N933,-1.1426561,-3.3174322
N556,-1.1960138,-3.4454558
N817,-1.0018345,-3.160936
N232,-0.949959,-2.7963545
N898,-1.6578163,-4.8169737
N1002,-1.6865212,-4.8679686
N686,-1.8376558,-5.002887
N36,-1.7267771,-4.8304596
N994,-1.4525989,-4.123299
N251,-1.4021146,-4.0257382
N106,-1.7104199,-4.9017553
N416,-1.8895948,-5.149068
N820,-1.9251593,-5.1486006
N508,-1.8899385,-5.094404
N571,-1.9103665,-5.114397
N67,-1.8653024,-5.0401797
N750,-1.8465779,-5.0618267
N878,-1.9281993,-5.1471324
N993,-1.8192452,-4.866997
N55,-1.0445714,-3.521306
N828,-1.8558909,-5.0875573
N348,-1.3245655,-3.8002732
N172,-1.7905761,-4.794307
N987,-1.8077871,-4.826838
N1148,-1.8360133,-4.8999076
N8,-1.8256934,-4.8895626
N63,-1.8296117,-4.892491
N142,-1.8242428,-4.8830905
N607,-1.0260985,-3.156209
N209,-1.0803452,-3.121813
N132,-1.0868818,-3.1046045
N202,0.48477054,-0.26800627
N468,-0.66258085,-3.0538473
N475,-0.5044965,-2.7652514
N587,-0.8978993,-3.1393237
N195,-0.9728847,-3.0780523
N262,-0.6747573,-3.0409667
N1091,-0.6392829,-2.9428105
N1212,-0.66518193,-3.0507512
N246,-0.7046209,-3.1362896
N796,-0.71762055,-3.0936105
N1054,-0.7167846,-3.1497643
N1203,-0.6307916,-3.047097
N406,-0.6388165,-3.035815
N16,-0.5380673,-3.0362723
N629,-0.6337037,-3.0454786
N339,-0.67038393,-3.2174807
N604,-0.7526066,-3.1380782
N124,-0.64655143,-3.15526
N497,-0.7142329,-3.2610118
N1243,-1.0260574,-3.07043
N553,-1.0691532,-3.2821388
N615,0.21380365,0.73127174
N198,0.5069427,-0.15077646
N214,0.53084016,-0.19053993
N481,-1.5314206,-4.221723
N457,-1.5827684,-4.4263463
N263,-1.5038732,-4.214669
N907,0.45412576,-0.17659105
N715,0.28669772,0.07485634
N716,0.50149804,-0.31750977
N794,0.24643452,1.017956
N1150,0.28964195,0.95601344
N48,0.23705603,1.1810161
N219,0.2317576,0.7679018
N659,0.10811594,0.562233
N856,-0.4980649,3.2135148
N1060,0.44048646,-0.012858089
N757,0.2705046,0.70382464
N698,0.5448783,-0.11068803
N345,0.5801764,0.25165117
N242,-0.7432621,-2.677645
N364,-0.5615355,-2.0839603
N999,-0.7207829,-2.9698894
N1116,0.47254544,0.316216
