id,dim0,dim1
N3818,-1.4167377,3.4633975
N2294,-1.1635914,1.0704327
N1604,1.1379718,1.0538814
N4020,-1.4588197,-1.2519685
N875,1.2988846,-2.4001944
N4523,0.24508135,-0.126289
N20,-1.3095151,1.0009634
N1179,2.2252247,0.36045352
N7,0.10613506,0.096360594
N1423,-0.5169946,0.96639925
N1756,3.041193,-1.0186694
N4352,-1.0967438,1.5175543
N3176,1.0432523,-0.13161896
N4624,-1.3938601,-1.6375359
N4012,-1.3575209,-1.5265274
N1393,3.3809905,-1.2057698
N3230,3.3394907,-1.2236221
N3934,3.352499,-1.1674224
N867,3.415744,-1.2507623
N4679,0.8336247,-0.36730176
N3172,-1.0789495,-0.70318264
N148,1.7473984,0.056678466
N3964,-1.1672703,1.3886437
N2914,0.59875906,-0.08710516
N4991,0.69826853,-0.008133792
N3759,0.6152243,0.009192692
N1862,0.6123133,-0.006050446
N389,-1.7828761,-0.7832506
N868,0.8969687,0.14592534
N2568,-1.2908504,1.2043527
N1957,-1.322416,1.2238429
N1473,-1.2120597,1.2849517
N3258,-1.3137236,1.2983091
N2613,-1.1545687,1.2738395
N3355,-0.28787908,-0.54704875
N612,-0.3769883,-0.65640384
N1561,-0.037795845,-0.30170754
N3742,-1.7219138,-0.71811795
N1904,3.6829557,-1.2339624
N4841,-1.2660493,1.0891925
N796,-0.41561025,0.7224169
N1427,1.1581614,1.206396
N2848,1.1015445,1.2485008
N963,-1.1700891,1.238858
N2736,-1.6356128,-0.9935084
N3285,-4.0935526,1.7913598
N2000,-0.21830772,-0.65052545
N1774,-0.35490677,0.07689462
N3491,-1.2165555,1.2576005
N267,-0.06935778,0.4750465
N4538,-0.96378815,1.1680382
N2994,-1.6339055,-0.73093545
N3368,1.1145581,0.68289906
N3940,-0.37746304,-1.0145845
N1215,-0.66684,-0.5686252
N651,0.7994289,-0.03874542
N75,3.3482606,-1.2690059
N3290,-1.223735,1.5119183
N64,-0.28824872,0.08398676
N3778,0.7281682,-0.18653758
N4368,-1.2748938,1.2437872
N4905,3.3996077,-0.9247007
N2090,-0.094270535,-0.87161136
N2436,1.1336093,1.0394697
N4920,-0.5215168,-0.04442085
N2577,0.4506863,0.3374212
N3915,-1.2104934,1.5583057
N3098,-1.3556557,1.1239957
N4660,1.163684,0.010959128
N2789,1.6324313,0.3171811
N2766,3.19212,-0.9805548
N3484,3.3795784,-1.0174273
N589,3.2696123,-1.1723799
N289,3.1659424,-1.1905866
N403,3.3901973,-1.1908339
N1861,-0.11041436,-0.6201848
N4744,1.3935108,1.0719142
N1161,-0.2612838,-0.8626992
N341,0.7245203,0.10621929
N1289,0.23392923,-0.4034379
N3449,-0.39454946,-1.086722
N923,1.8043656,-1.4847054
N1647,0.88507307,-0.42944446
N4349,1.3179548,0.13632262
N2748,1.3227677,0.10342089
N2733,-0.057689853,0.26752898
N536,-0.17744364,0.20681432
N1887,3.2478418,-1.2231852
N4626,0.7070595,-0.07292087
N3108,-1.282597,0.94156784
N1976,-0.96734065,-0.7774203
N4970,1.1881698,-0.034963246
N2809,1.6011255,0.58213466
N211,1.4536608,0.31642836
N3647,1.7341726,0.1152797
N3307,0.039978035,-0.3747424
N926,-0.025559831,0.059712376
N4969,-0.11816352,0.584131
N3340,-0.6038563,-0.39043695
N2443,-0.57214254,-0.5686274
N4874,1.1328802,1.0262895
N2209,-1.3693281,-1.2619996
N3357,-1.5220914,-1.1620313
N619,1.4822536,0.13331999
N2658,-0.101770766,0.0623846
N1670,0.43307087,0.4794596
N1539,-0.5889635,-0.7866681
N1399,0.9969165,-0.9549024
N3051,0.97413385,3.573581
N1617,-0.36799073,-0.84282136
N1112,1.1895609,-0.174198
N119,2.586644,1.6562835
N1086,-1.2980968,1.2219765
N2598,3.0525784,-0.9648305
N3499,0.14184083,-0.3661547
N1141,-1.3583628,1.1699874
N4757,0.3054682,-0.9792181
N176,0.20005843,-0.17544055
