id,dim0,dim1
N331,0.17400604,-1.2628479
N5,1.9040121,-0.07222658
N1156,0.3720877,2.226031
N825,0.374082,2.1589088
N151,-0.034875788,1.2021388
N274,1.8941864,-0.01645294
N444,1.9440886,-0.093889795
N954,0.15088513,1.3081642
N273,-0.31647834,-0.21449941
N168,-0.31004113,-0.15742761
N319,-0.4301889,-0.15445608
N287,-0.9249277,0.44236425
N28,0.39405176,1.9832218
N219,-0.23259833,0.36092257
N601,3.1019545,-0.94874775
N270,1.2991616,1.0050967
N165,0.56728864,0.8229952
N354,2.0652483,0.021418512
N810,1.3217181,0.824606
N856,-2.1072683,1.0999018
N1151,4.26057,-0.7516464
N335,3.2972836,-0.9224305
N592,-0.32169604,-0.29979178
N970,-0.22548977,-0.32121962
N935,-0.19578314,0.39645264
N392,0.59458756,0.45092884
N563,0.7842705,-0.09824016
N294,0.87958825,0.4636318
N951,1.9958957,-0.1258978
N1030,1.8293874,-0.076464675
N461,-2.1658967,-1.7215962
N136,-1.8885528,-1.2491245
N995,-2.1520839,-1.6097002
N1066,-2.2899501,-1.8857164
N75,-1.3608929,0.2649839
N414,3.762658,-1.0905309
N618,0.27653077,0.2866468
N1112,1.3275224,-1.3082846
N1243,0.65985703,-2.8239055
N834,0.6067708,-2.7618358
N837,-0.38707402,-0.8098491
N54,-0.11957641,0.29375523
N418,-1.0059751,0.09457447
N465,-0.713223,0.061657123
N253,-0.785404,0.042460814
N137,-0.1552923,0.48558086
N317,0.26621243,1.4748173
N1114,1.8277613,0.16471669
N905,-1.2414416,0.18954271
N190,-0.26544452,0.42633498
N1250,-0.34686396,0.375071
N328,-1.1422111,-0.18211731
N648,-1.0561557,0.67209154
N670,-0.9578715,0.7949536
N1029,-0.9624793,0.6004309
N730,-0.5379655,-0.0062646708
N1075,-0.035874844,0.19134325
N1071,2.3529232,0.49812615
N861,2.2365634,0.49196696
N849,0.81421494,0.3155512
N1078,0.4407404,0.7298478
N297,0.4796311,0.77878296
N607,-0.9112562,-2.3512328
N209,-0.7585835,-2.0295162
N132,-0.828368,-2.0436158
N195,-1.0820655,-2.5293841
N381,-2.3646705,1.922399
N371,-0.20922679,0.8451526
N83,1.3750575,-1.1888757
N853,0.79356545,-0.20420566
N1111,0.7681784,-0.21615207
N1165,0.8524415,-0.13072854
N94,1.1271223,-1.1188977
N1149,0.71638775,-0.102162726
N941,1.8275592,-0.05031088
N1125,0.8395968,-0.12340023
N276,0.83016825,-0.20642766
N525,0.87730426,-0.14361909
N626,0.82613385,0.0048588472
N203,0.7822503,-0.023890465
N162,0.4583244,0.34596795
N997,0.69160646,-0.07835519
N1230,-1.3793592,0.7789709
N7,-1.463046,0.7380956
N720,-1.4321034,0.746083
N945,-1.5237143,0.7057094
N120,-1.5557452,-0.017447922
N486,-1.4361746,0.71578133
N51,-1.4216939,0.5848442
N460,-1.4646139,0.6038139
N1189,-1.2657955,0.9637752
N646,-1.3478326,0.8629367
N1155,-1.4113783,0.919787
N1092,-1.4443982,0.8642134
N807,-1.3534302,1.002536
N747,-1.4192959,0.7398835
N1023,-1.4514399,0.7693874
N833,-1.4443308,0.654113
N666,-1.3949654,0.6033102
N915,-1.454954,0.6198503
N254,-1.4487637,0.6187699
N341,-1.399587,0.6076301
N1048,-1.4138657,0.64752173
N1167,-1.5774586,0.69745094
N1206,-1.4955062,0.6879271
N1046,-0.25140518,1.3783051
N227,-0.46288142,1.3361297
N884,-0.073783875,1.0022316
N967,-2.5038838,-2.289394
N1007,-0.9879343,-0.27661926
N222,-0.23951772,1.2279751
N697,-0.3729386,1.3885885
N434,-0.6753045,0.20457354
N1199,-1.0056351,-0.4314394
N145,-0.42233503,1.3468717
N657,-1.1826239,0.24410847
N441,-0.6318798,-0.09545647
N1032,-0.46064478,-0.8214777
N1059,0.06033642,-1.3340791
N171,0.19277981,-1.3539505
N1036,0.10284696,-1.3236796
N1051,0.13481107,-1.4143537
N459,0.1316962,-1.3874824
N1040,-0.115750514,-0.7581894
N869,0.06357259,0.65493906
N198,-0.03798574,0.2429707
N214,0.03994848,0.15485114
N1181,-0.23411444,-0.11442036
N1193,-3.444948,0.33665228
N894,-0.64716065,0.28446627
N966,-0.65734416,0.37059945
N641,-0.17948058,0.36105505
N239,-0.69401187,0.9972324
N880,-0.6906301,0.05112559
N971,-0.94327164,-0.058224045
N265,-1.023208,-0.202622
N436,-0.96671057,0.40790892
N780,-2.4605398,-0.05821927
N964,-1.7898904,-0.15743017
N642,-1.0836451,0.06160658
N991,-0.9954006,-0.56616044
N13,-1.0125357,-0.44146228
N753,-1.0471635,-0.534478
N1097,-1.057008,-0.59449595
N809,-1.0480598,-0.60303456
N244,-1.0330553,-0.554438
N402,-0.9884195,-0.4693838
N746,-0.9630007,-0.53572345
N428,-0.17142975,0.44037804
N256,-0.393416,0.23420224
N903,-1.4428672,0.5507078
N127,-0.98594934,-0.38706246
N1012,-0.52955455,1.4998684
N47,-0.48110762,1.409396
N1077,-0.53896284,1.4454316
N184,-1.3217945,0.34608138
N1183,-1.377293,0.30486664
N34,-1.3527713,0.23249722
N683,-1.4048066,0.9637451
N442,-1.5899982,0.9056008
N962,-1.244097,0.3657315
N1245,-2.5140824,-2.199341
N1004,-0.90066963,-0.10059402
N361,-0.5571283,0.37010112
N82,-0.8408996,-0.06476051
N231,-0.73064935,0.063495755
N743,-0.6487968,0.02477775
N455,-1.0211976,0.034483977
N1186,-1.8142489,-0.16626966
N291,-1.3321419,0.095597014
N220,-1.4904377,0.51986057
N367,-1.5200063,0.58688235
N498,-1.4732169,0.6145897
N234,-1.5051374,0.09629402
N42,-1.4823824,0.27019766
N185,1.9191375,0.23487103
N805,1.7891543,0.28966376
N175,-0.5466296,1.4485247
N517,-0.33036822,1.4252758
N147,-0.32790557,1.3970052
N512,-3.248599,-0.8052731
N189,-1.4086217,0.35862577
N362,-1.4476,0.016158186
N237,-1.5798163,0.040630337
N337,1.0264621,1.159753
N1182,-2.3012905,-1.7890387
N19,-2.17999,-1.641841
N992,-2.499998,-2.240263
N471,-2.5497482,-2.2771351
N257,-2.538733,-2.3539326
N645,-2.325219,-2.032756
N1001,-1.6019812,-1.2053033
N407,-1.6403986,-0.0050097248
N523,-1.6535921,0.036521375
N1068,-1.6771551,0.06938368
N872,-2.1814175,-1.6198055
N726,-2.029101,-1.4964947
N565,-2.3853896,-2.0667114
N469,-2.4675436,-2.0781481
N610,-1.3008232,0.02378887
N2,-0.2148805,0.23361424
N1080,1.2364308,1.1466616
N1105,1.309719,1.1500793
N114,-1.0078944,-0.5539409
N419,-3.2843826,-0.8377044
N539,-2.8261206,-0.64782274
N927,-1.5277022,0.18391609
N1065,-0.97268635,-0.47426844
N384,0.026083916,-1.2734536
N600,-1.696123,-0.6354342
N926,-1.6569651,-0.5511262
N201,-1.733356,-0.11044556
N10,0.44607732,0.8388884
N107,-1.0245588,-0.2524191
N431,-1.0086131,-0.23393196
N1087,-1.8207147,-0.4470533
N836,-1.7746431,-0.32666826
N907,-0.14350444,0.87479746
N387,-1.6950182,-0.17880082
N351,-1.6893997,-0.13160163
N724,-1.6879638,-0.02663327
N1242,-1.6814636,0.033313908
N202,-0.11574146,-0.0038873805
N178,-3.1831632,-0.71807873
N1211,-0.14595792,0.5095048
N307,0.8425456,0.78703547
N965,-0.3426682,0.30464682
N773,-1.6465888,-0.004045956
N46,-1.7437489,-0.5252371
N275,-1.2602352,0.18928427
N1215,-1.7776604,-0.42103598
N208,-1.587344,-0.1812037
N988,-1.7909559,-0.51725006
N99,-1.8074777,-0.5383261
N541,-4.6392064,-1.1030962
N1160,-3.820399,-0.7816474
N448,-3.3891501,-0.639617
N1161,-1.7357154,-0.4355244
N637,-1.700418,-0.33074525
N850,-4.612274,0.9665975
N977,-3.5677102,-0.95250547
N449,-4.2724247,-0.9826194
N611,-4.4713383,-1.0478492
N71,-4.495731,-1.0637732
N35,-4.4864993,-1.1528933
N224,-3.7635396,-0.8619832
N1229,-1.7231576,-0.31379777
N1102,1.2537357,0.32628387
N478,1.5039513,0.271963
N560,-1.0202597,0.27750683
N123,-4.037929,-1.4446113
N52,-1.7108021,-0.53503925
N527,-0.4350271,0.07508968
N669,-0.38491678,0.04354873
N705,-1.7761256,0.15753508
N830,-1.7215865,-0.40003315
N22,-3.0656364,-0.65160346
N217,-4.1160374,-1.4325882
N269,-4.18326,-1.4827332
N143,-4.231138,-1.0911279
N1081,-4.2000384,-1.4466342
N863,-4.3966875,-1.204128
N953,-4.3821993,-1.3194431
N1152,-4.3859906,-1.3321036
N50,-4.051878,-1.3401526
N325,-4.561798,-1.3746994
N408,-4.745925,-1.1934767
N193,-4.4309063,-1.2562562
N585,-4.688242,-1.0792934
N353,-4.9371943,-1.0864782
N572,-4.95215,-1.0915097
N504,-4.89263,-1.1100029
N14,-3.179572,-0.7766314
N909,-4.15342,-1.1370021
N727,-1.8673517,-0.020094251
N680,-4.4035654,-1.1552802
N1104,-3.820744,-0.74107134
N946,-4.5762706,-1.1470324
N505,-3.3457649,0.14442158
N847,-3.943833,-0.93909436
N110,-1.8386863,-0.6353618
N729,-3.2671697,0.09732762
N1238,-3.8957775,-0.94311017
N73,-3.8230078,-0.86845213
N959,-3.3030314,-0.12159798
N1130,-1.6672351,-0.23239729
N744,-1.9576604,0.21911165
N857,-2.0294046,0.34657657
N888,-1.9575567,0.3265351
N1208,-1.9928608,0.37294438
N550,-1.9508942,0.44460812
N166,-2.0396204,0.3217771
N379,-2.0644991,0.32811555
N956,-2.9580379,-0.022357885
N602,-1.6107042,-0.086375095
N105,-1.7152693,-0.5548071
N280,-1.6650339,-0.31977168
N1236,-1.6799772,-0.42200553
N877,-1.5998422,-0.43012497
N1045,-1.6759531,-0.57375777
N1163,-1.6189492,-0.4314574
N958,-4.336919,0.9886629
N334,-4.7403035,1.0722438
N1173,-3.0911171,-0.023941563
N532,-4.3494663,0.88902926
N634,-4.4568787,0.94921494
N316,-4.429848,0.9370185
N948,-4.5121155,0.96787316
N908,-4.3922133,0.9618574
N60,-4.417746,0.9185704
N858,-3.0547705,0.16379672
N831,-3.010779,0.11988281
N39,-3.4293895,0.27820808
N1239,-3.1425467,0.052558668
N713,-3.1628027,0.2281253
N493,-2.9155133,-0.09408627
N144,-3.3804708,0.060676206
N29,-4.608139,1.0358273
N258,-0.12566856,1.3392849
N673,-0.08857049,1.3149459
N400,-0.5508412,0.15629873
N508,1.3881713,-5.402892
N786,1.1488407,-4.876117
N828,0.91186184,-4.4620466
N106,0.7870447,-4.5187297
N898,0.77941316,-4.547596
N1002,0.7173316,-4.4670315
N838,0.64630675,-3.184071
N845,0.5562179,-4.4786825
N593,0.289032,-3.984096
N36,0.27971664,-4.245768
N1237,0.22317365,-3.844417
N457,0.61401415,-3.1746817
N481,0.666588,-3.0883608
N928,-0.7911186,0.13917944
N801,-0.8757274,0.1804623
N8,-0.051468663,-5.551265
N993,0.07672131,-5.83175
N63,-0.060539592,-5.810606
N686,0.66383827,-4.8050447
N172,-0.11185922,-5.640022
N1148,-0.06051193,-5.7183223
N142,-0.096812576,-5.830385
N116,0.777043,0.004338072
N1174,1.7948211,0.1784707
N566,1.605165,-1.5420983
N813,1.5687709,-1.5694286
N524,1.6397828,0.24672863
N1055,-0.69648063,-1.0658247
N263,0.48067346,-2.9374387
N603,-1.7190346,0.21697286
N176,1.1040078,0.35461766
N248,-0.7839903,0.34005144
N873,0.77186394,0.25682178
N823,0.6689391,0.21596178
N135,0.72994345,0.24092215
N1098,0.8261041,1.1304352
N1201,0.8043622,1.1643002
N972,0.6489785,0.8329602
N440,0.41278204,1.1576464
N1079,-4.5210567,-1.3301163
N1016,-1.5653205,-0.5790422
N412,-1.5210582,-0.46915504
N580,-1.767881,0.22423255
N86,0.86128914,0.99456465
N616,0.81752396,1.1543704
N318,-0.26789704,0.31028682
N639,-0.33603638,0.29858196
N983,-1.6235368,0.014107673
N1191,-2.5398633,0.07158149
N1141,-1.2017852,0.06722162
N196,-1.7546117,0.17163178
N932,-1.2836902,-0.19173455
N1195,-2.553768,-2.3545845
N138,-2.5083492,-2.2879384
N931,-2.512134,-2.3169992
N156,-2.4551969,-2.301881
N537,-2.3554797,-2.1374242
N170,-2.3113608,-2.1129663
N576,-2.041747,0.13142037
N44,-0.26727548,0.45372128
N355,-2.4839528,-0.30406654
N1172,-2.47488,-0.35639745
N725,-2.47814,-0.24162284
N835,-2.467014,-2.2872477
N1168,-2.4449058,-2.2018588
N33,-1.3804866,0.20239925
N785,-2.582143,-0.29141134
N782,-2.6490211,-0.38864696
N619,-2.7279944,-0.38422
N32,-2.7337604,-0.26788124
N672,-2.7170296,-0.29846016
N301,-2.6854637,-0.33137593
N767,-2.6396253,-0.21516287
N395,-1.651118,-0.4270424
N769,-1.2755902,-0.012292428
N1226,-1.2934794,-0.18540561
