id,dim0,dim1
N331,4.46014,-1.1344401
N5,0.43773463,-3.33825
N1156,-0.11411167,-0.3202138
N825,-0.11826057,-0.31099927
N151,-0.15029544,0.13724695
N274,0.4398617,-3.3247209
N444,0.49146196,-3.4328685
N954,-0.011737347,-0.0014590109
N273,0.14341113,0.7861887
N168,0.090595834,0.8073964
N319,0.14901143,0.8094144
N287,0.1042994,1.3650067
N28,-0.16381449,-0.44952568
N219,1.4318322,0.8601122
N601,-1.2382954,-3.4533126
N270,0.9086839,0.20030187
N165,4.235306,-0.14580801
N354,0.38471714,-3.227532
N810,0.78579724,0.11728684
N856,0.44099507,2.8548717
N1151,-2.4583638,-4.5108457
N335,-0.90179724,-3.8624468
N592,0.16151589,0.77065206
N970,0.2179125,0.6737868
N935,0.7855304,-0.6242559
N392,1.9294424,0.27842304
N563,-1.3460743,0.08483972
N294,1.9178882,0.26353183
N951,0.41371965,-3.3008935
N1030,0.29832062,-3.1827292
N461,3.2843451,2.754577
N136,2.7221076,2.585889
N995,3.087956,2.9172916
N1066,3.3490655,2.896354
N75,0.13024727,1.6913291
N414,-2.3538563,-3.9741406
N618,1.3723593,0.14110522
N1112,-3.382928,-2.3254554
N1243,-0.30350024,-1.4161326
N834,-0.3456046,-1.435129
N837,1.65148,-0.7003761
N54,2.518705,0.5999462
N418,-0.6070994,1.3283119
N465,-0.4895603,0.9324782
N253,-0.65373665,1.1629683
N137,-0.32390356,0.74840647
N317,-0.034340665,-0.042012617
N1114,-0.027375199,-2.4244096
N905,0.07972212,1.6799698
N190,1.0486313,0.89899886
N1250,1.0046657,0.88011545
N328,-0.605249,1.658378
N648,-0.18357542,1.2353789
N670,-0.24170509,1.2277819
N1029,-0.22774243,1.2478293
N730,-0.07690763,1.1067566
N1075,2.3401403,-0.017589597
N1071,0.801274,-3.0273979
N861,0.80609,-2.9727201
N849,1.5134168,0.4282201
N1078,3.8114061,-0.053550288
N297,3.7910948,-0.11930127
N607,1.0825462,-1.7048156
N209,0.9592929,-1.7570224
N132,1.1532648,-1.8359237
N195,1.1139317,-1.6558341
N381,0.8257987,3.5572114
N371,1.0515784,0.58023334
N83,-2.5806985,-1.4647933
N853,-1.9574863,0.14209871
N1111,-2.1053827,0.123922035
N1165,-2.040112,0.18691371
N94,-2.8153534,-1.5593216
N1149,-1.2446827,0.08525758
N941,0.18282582,-3.0944402
N1125,-1.6023623,0.27126122
N276,-1.6274966,0.29244992
N525,-1.5136081,0.26027694
N626,-2.4479,0.3649719
N203,-2.5152845,0.4338767
N162,1.3516095,0.26932657
N997,-2.0265448,0.25483084
N1230,0.58152664,1.731488
N7,0.5646103,1.8192402
N720,0.5251555,1.795931
N945,0.55442744,1.786812
N120,0.429612,1.9376124
N486,0.6632731,2.1207435
N51,0.66302496,1.8232319
N460,0.6820973,1.8364403
N1189,0.670244,1.717641
N646,0.75042367,1.7844543
N1155,0.7641096,1.7795129
N1092,0.7858985,1.7991868
N807,0.6989177,1.780038
N747,0.78822607,1.8554875
N1023,0.701393,1.8530134
N833,0.76812524,1.8709335
N666,0.6626449,2.0290575
N915,0.65682906,2.081614
N254,0.7455524,2.0805721
N341,0.7453687,2.0328295
N1048,0.65511817,2.0310836
N1167,0.596596,2.0406623
N1206,0.62050563,2.1095507
N1046,-0.4290148,0.46775925
N227,-0.3877874,0.4430219
N884,-0.1977087,-0.042264573
N967,5.2041807,3.2189066
N1007,-0.8311776,1.6945218
N222,-0.36504117,0.3295214
N697,-0.30611357,0.3041618
N434,-0.104812,1.1561704
N1199,-0.9346146,1.6171558
N145,-0.48282236,0.47804013
N657,-0.13225123,1.6286165
N441,-0.104943015,1.3693987
N1032,1.232408,-0.6087905
N1059,4.59969,-1.2167249
N171,3.4765618,-0.9177591
N1036,3.676205,-1.246409
N1051,6.096407,-1.5571672
N459,5.935958,-1.5802131
N1040,2.7618935,-0.6417954
N869,0.84938085,0.32282493
N198,2.8161118,0.22798271
N214,2.6338353,0.08009931
N1181,0.022660568,0.7714279
N1193,-1.9617573,4.1203203
N894,1.0388417,1.1063237
N966,1.0087833,1.0998623
N641,1.6122361,0.8730376
N239,0.85058683,0.7292264
N880,-0.14485782,1.1532557
N971,-0.6189644,1.5541595
N265,-0.59398305,1.391766
N436,-0.48994124,1.3248836
N780,-1.2249925,3.3200502
N964,0.034542263,2.3286116
N642,-0.34406364,1.6614288
N991,-0.9647793,1.6466899
N13,-0.8672069,1.7457209
N753,-0.9557038,1.6605337
N1097,-0.97448295,1.6657748
N809,-0.9964598,1.6589855
N244,-0.9936634,1.6621588
N402,-0.94259804,1.6310022
N746,-0.8886394,1.6285741
N428,1.2322668,0.62439597
N256,1.3994061,0.873154
N903,0.62833124,2.0506513
N127,-0.76645803,1.6911188
N1012,-0.44720978,0.53162026
N47,-0.4422158,0.5267996
N1077,-0.44639075,0.52788705
N184,0.06569382,1.6435738
N1183,0.056760285,1.7307802
N34,-0.007987037,1.8041242
N683,-0.2010552,1.7459354
N442,-0.21546426,1.7764214
N962,-0.1171379,1.8632948
N1245,3.5409083,2.5485861
N1004,-0.23319641,1.3750783
N361,1.4595125,1.0474128
N82,-0.206842,1.3573055
N231,-0.19213346,1.2541282
N743,-0.1942336,1.2519834
N455,-0.30326086,1.6169026
N1186,0.2892466,2.429497
N291,-0.09838418,1.8819572
N220,0.003527563,1.9399861
N367,0.00883726,1.9537061
N498,-0.0015243441,1.9375587
N234,0.09659083,1.88764
N42,0.012557991,1.8370881
N185,-0.5632404,-2.6451683
N805,-0.5215725,-2.6134834
N175,-0.39945266,0.5489046
N517,-0.45910078,0.45128086
N147,-0.4614079,0.4736883
N512,-1.5162064,4.8429775
N189,0.012877986,2.0464344
N362,2.3124204,1.9658144
N237,2.3097968,2.015342
N337,0.6608737,0.048322976
N1182,3.279279,2.5714219
N19,3.0947053,2.4805152
N992,3.5475466,2.538224
N471,3.6329067,2.5871093
N257,3.6543517,2.5726495
N645,3.437272,2.468789
N1001,2.728089,2.192496
N407,-0.3850759,2.178439
N523,-0.34852093,2.1844637
N1068,-0.45897824,2.1914103
N872,3.3381891,2.2733452
N726,3.1276515,2.1524816
N565,3.5823236,2.4031389
N469,3.717388,2.5360267
N610,-0.12756258,1.6749796
N2,2.4230204,0.059819154
N1080,0.6403747,0.091409735
N1105,0.663241,0.05928202
N114,-0.9447742,1.62063
N419,-1.4925561,4.8691177
N539,-1.3681961,4.218237
N927,0.17509598,2.0569005
N1065,-0.964547,1.6314816
N384,4.681339,-1.262517
N600,1.7690845,2.5551665
N926,1.7988038,2.499817
N201,-0.15292177,2.120095
N10,0.34679133,0.19933178
N107,-0.5719203,1.4237832
N431,-0.5446853,1.4225749
N1087,-0.075667895,2.330052
N836,-0.060042173,2.3173766
N907,0.4813234,0.339395
N387,-0.38602686,2.1773992
N351,-0.38776213,2.1798866
N724,-0.38735285,2.2170637
N1242,-0.37195688,2.2110581
N202,0.09783527,0.6362258
