id,dim0,dim1
N408,0.8759339,-0.32772258
N692,-2.141034,-0.95364654
N1176,0.18056576,-0.10627423
N9,0.5045941,-0.60708266
N36,-1.7195387,-0.33042052
N43,-1.6102967,-0.2350221
N1245,0.6939309,0.11229927
N941,0.9642942,2.4175165
N540,0.96085274,2.7123945
N298,0.9656297,2.6861577
N389,0.9752512,2.4354198
N1165,0.941637,2.6926663
N172,-3.0311859,0.23346695
N1166,-3.0024474,0.22665235
N924,-3.0191045,0.23603815
N986,0.6804343,0.07265385
N289,-1.7891647,-0.34325534
N344,0.23694009,-4.21164
N1136,0.13537794,0.04636263
N649,-2.6224196,-2.4649522
N931,-2.764581,3.70266
N470,-2.8873942,3.2948205
N513,-2.7458613,3.1976585
N1109,-2.8041394,3.0333757
N1020,-2.5061066,2.7377548
N988,-1.9610112,2.5553167
N1195,-1.9810289,2.5198753
N656,-1.9604949,2.5446746
N203,-1.9790041,2.5156617
N844,-1.796158,-2.9984686
N570,1.0679058,4.774882
N426,1.0098088,4.605082
N655,1.1093684,4.909211
N629,1.0530297,4.6855655
N366,0.8425752,0.34780088
N271,0.80274457,0.27241284
N1233,1.6464496,1.689206
N108,1.5473777,0.34801322
N1048,1.3694915,0.70281816
N355,0.31168377,0.29268047
N157,-1.502024,-0.4571416
N591,-1.4999069,-0.44815686
N1197,-1.3990738,-0.36638594
N1122,-1.3963804,-0.29793665
N917,-1.4288424,-0.3103175
N497,-1.5221078,-0.8438439
N117,-1.4812205,-0.46735442
N299,-3.403816,-0.19440827
N1096,-1.6888963,2.9688408
N151,-1.6931067,3.0020368
N948,-1.7201504,2.972647
N234,-1.80323,3.172395
N489,-1.6974249,2.963826
N671,-1.8643538,3.064451
N276,-1.7777584,3.2301388
N872,-1.9844266,3.2148025
N208,-0.21999879,0.6877305
N133,6.5868073,0.2240785
N874,7.0422907,0.46331146
N512,7.03087,0.4274381
N155,7.0982604,0.66658187
N193,6.973582,0.48754808
N1098,6.4111342,0.3464639
N956,4.1140485,-0.384685
N793,0.60464185,1.718233
N342,1.3741305,2.4628425
N757,5.256479,-0.99550134
N994,6.366864,-1.4449205
N462,6.6753273,-0.71392417
N302,6.3027263,-1.3890227
N687,0.54761666,-0.2575491
N1005,0.54777795,-0.23406723
N188,-0.46090186,0.57388806
N921,-0.40725937,0.53786904
N763,-0.3588721,0.8406694
N21,-0.358786,0.75624746
N451,1.033777,0.1714915
N680,1.2826521,-3.784924
N269,0.44750565,0.17539254
N583,-1.2674655,0.5669923
N192,1.8996865,-0.72837555
N903,1.6558465,-0.45717466
N1012,1.2845727,-5.509659
