id,dim0,dim1
N408,0.8294871,0.4855988
N692,1.0800475,1.7054981
N1176,0.8211825,0.17682339
N9,0.5295061,-0.99177784
N36,-0.6157348,0.9418671
N43,-0.4913519,0.87819546
N1245,0.9304509,0.25331223
N941,3.0614545,-0.43140593
N540,3.0878816,-0.6890587
N298,2.9946458,-0.73233557
N389,3.1465023,-0.61818767
N1165,3.0749354,-0.5849498
N172,0.3382155,3.7890465
N1166,0.31597728,3.754761
N924,0.37962753,3.855858
N986,0.9616642,0.9538587
N289,-0.66797924,0.9697692
N344,-3.3272185,-0.5293075
N1136,0.71112967,0.6561946
N649,0.68071914,1.7246472
N931,-0.3343749,-0.035809282
N470,-0.3274193,-0.12961817
N513,-0.32230154,-0.113973066
N1109,-0.28011283,-0.13091646
N1020,-0.27525288,-0.11467786
N988,-0.39814815,-0.03891344
N1195,-0.40458205,-0.080859944
N656,-0.37170416,-0.06113374
N203,-0.42065534,0.063658305
N844,-2.9716501,1.2221904
N570,3.9169796,-1.3300872
N426,3.9715142,-1.349263
N655,3.8614073,-1.6697359
N629,3.957067,-1.6196392
N366,0.7929305,0.21090804
N271,0.75343347,0.38056275
N1233,1.6058933,0.16620925
N108,1.2351314,0.008241404
N1048,1.4247854,0.27620667
N355,1.1676372,0.5778083
N157,-0.50090325,0.966295
N591,-0.46971524,0.8613372
N1197,-0.40515527,0.9087262
N1122,-0.39692962,0.9358782
N917,-0.34749004,0.49591735
N497,0.7967807,1.1571889
N117,-0.5124916,0.9774201
N299,-0.75002396,3.435994
N1096,3.7137227,0.49647534
N151,3.6681883,0.45278713
N948,3.6267037,0.4373526
N234,3.5320966,0.3156131
N489,3.5275352,0.3396525
N671,3.4033294,0.47212064
N276,3.82338,0.45422447
N872,3.4899504,0.44778207
N208,1.5831472,2.1567624
N133,1.6135844,-0.26481962
N874,1.5811639,-0.236761
N512,1.590471,-0.0711737
N155,1.5620863,-0.35059577
N193,1.5503253,-0.2100093
N1098,1.4780215,-0.32315132
N956,1.4503845,-0.25852817
N793,2.2255542,-0.073214784
N342,2.8782823,-0.053267483
N757,1.6040726,0.09192773
N994,1.4871719,0.004095562
N462,1.4850086,-0.009389073
N302,1.5105407,0.0003089346
N687,0.8171115,-0.32804808
N1005,0.9888556,-0.3680883
N188,1.3005881,2.2076194
N921,1.4379455,2.142849
N763,1.6684946,2.1567655
N21,1.7155643,2.1913364
N451,1.4464777,-0.13230179
N680,-4.1029315,-1.4678501
N269,1.3254251,0.15248437
N583,0.97761166,0.63382226
N192,1.7452389,0.8390019
N903,1.1051891,0.016626317
N1012,-5.5267334,-1.2494457
N306,-2.27694,0.845854
N700,-2.3200238,0.75652075
N875,0.79795396,-0.28106797
N493,0.43769088,-1.5775105
N548,0.7543678,-0.9106449
N132,0.8377085,0.5996886
N557,0.7883872,0.6217345
N111,0.76780283,0.72502315
N78,1.7165221,-0.23940754
N727,1.6843399,-0.10161714
N805,0.954911,0.543479
N18,1.4405843,-0.1298766
N270,1.7059413,-0.8690368
N401,0.754601,-0.0007404499
N351,0.68639517,0.14021403
N1250,-2.8141525,-2.4660351
N414,4.032836,1.4599541
N415,-0.2587179,-0.98101574
N709,0.9527714,-0.42505458
N1094,0.9230957,-0.49220383
N140,0.6434772,1.3015941
N217,0.71704865,1.5244689
N549,1.0091444,0.4541563
N657,0.82661295,0.47005934
N227,1.6177009,-0.28397265
N865,1.5642282,0.036447044
N56,1.6493297,0.5105097
N438,3.2728088,-0.42491776
N838,3.2090895,-0.384821
N319,1.8428112,0.4485297
N792,0.9222255,0.27552965
N113,0.943262,0.3566273
N1187,2.8236291,3.8834536
N378,1.3857464,-0.26164827
N552,1.6199484,0.137049
N1026,0.8038862,0.44701436
N811,0.7239506,0.5562848
N639,1.0776567,0.7568611
N225,3.2685704,-0.39187005
N573,-3.7437463,-1.1425527
N253,-4.184893,-0.96107733
N855,0.76548874,-0.4841563
N576,0.2545981,-2.8302617
N53,0.65341556,-0.72424
N667,0.8851007,0.27367663
N816,0.9353831,-0.55390704
N346,1.087797,0.06061839
N1112,-3.7017622,-0.75455356
N594,1.0198606,-0.3382371
N833,1.7705278,-2.400359
N296,1.0854309,0.91970927
N984,0.73945653,-0.21762043
N406,1.8507054,-2.1533334
N877,-0.10706057,-1.8502128
N532,0.6790563,-0.19422188
N925,-0.114859864,-2.044883
N379,-0.8911538,3.1800075
N546,1.2086893,0.15124977
N1138,2.6761968,-0.15836938
N286,0.4452603,-0.83034664
