id,dim0,dim1
N3320,-0.7010323,-1.4194558
N1629,0.77083856,0.1773247
N1416,0.78795576,0.20698896
N1457,-0.41270193,0.37789795
N4790,-0.3854633,0.40143114
N3056,-0.60185194,-0.7285211
N2597,-0.64650166,-0.39533627
N3689,-1.1870933,-0.70434004
N3376,1.7139219,0.10980517
N3403,2.5724676,-2.7851682
N1666,2.5981715,-2.7569604
N4317,2.1361513,0.30277687
N2624,1.9811519,0.18223776
N2421,0.5273571,0.6418951
N4606,0.5018542,0.641544
N3681,1.314748,-2.0377092
N2389,-0.33543837,0.30541822
N2042,-1.6524318,0.040430155
N1367,-1.4125062,-1.0086725
N2258,-1.8000394,-1.0742908
N3616,0.16013731,-1.130895
N2592,-0.36328787,-1.7187487
N1644,0.1397567,-0.37777394
N994,0.48709145,-0.008458499
N2113,-0.32249525,-2.0088086
N3911,-0.4668596,-1.9192594
N3745,-0.8760381,-0.72943056
N3490,-2.0020194,-1.0605279
N2919,-0.8468853,0.29573202
N1445,0.4371278,0.6644513
N1378,0.68237495,-0.4524359
N3362,0.5805559,0.16405609
N3368,-0.5012167,-0.6947492
N4193,0.17558084,-0.4819062
N4702,1.4906707,-1.7392197
N30,1.532038,-1.7741979
N4682,-0.57388556,-0.67696565
N4696,0.0014531541,-0.31483772
N4899,2.3711178,0.40700987
N4078,2.4121594,0.3540398
N3106,-2.8994617,-1.2715627
N1386,-2.0940804,-0.16107704
N3292,-1.2526906,-0.9644302
N4869,0.1603425,-0.5022272
N1203,0.19630754,-0.50932616
N3254,0.24297257,-0.5184744
N4155,0.22346523,-0.53001714
N39,-0.80376923,-0.7823145
N4355,-0.49913844,-0.6175239
N1542,-0.5603325,-0.6186612
N3012,-0.5259114,-0.63218194
N2920,-0.54193574,-0.62937903
N1876,-1.8095088,-0.15454522
N2835,0.26082185,-0.6995985
N4824,0.15281253,-1.4750714
N2938,-2.30963,-0.2896065
N2017,0.40145501,0.07223239
N3734,1.3524667,0.07600177
N983,0.08733048,-1.736612
N2494,0.6020096,0.18414088
N4412,-0.8548657,-0.44434035
N25,0.6705166,-0.29555282
N3865,-3.1967182,-1.2969946
N4985,3.5067577,0.5641895
N4961,-1.9605979,-1.2012534
N2714,0.36226484,-1.2607678
N3507,0.37932697,-1.3585854
N4650,0.5703558,-0.41012344
N3852,-2.0223887,-0.18845427
N4823,1.1464791,-1.78611
N2662,0.120704964,-1.7500432
N4110,0.013659069,-0.7298909
