id,dim0,dim1
N1149,1.3018912,-0.48339278
N737,-0.7487444,0.3955938
N764,-0.33528432,-1.8658819
N843,-0.79635286,0.5278808
N1095,-0.5842373,0.49507993
N1192,0.09225694,-0.2707711
N389,-0.16067597,0.6795641
N248,0.45605287,0.6887468
N837,-1.1588262,-2.1885993
N678,-1.0072163,-2.3614702
N576,1.2652261,1.9557085
N1036,-0.38120073,-1.6802855
N771,-0.33517385,-2.0584342
N104,1.4969777,-0.40877223
N702,-0.2947727,-0.02747754
N889,-0.082954146,0.3920372
N250,-0.37067214,-1.7585195
N438,-0.3312635,-0.0145720355
N751,-0.10480976,-0.16826199
N227,-0.17179134,-0.1686604
N175,-0.02659946,-0.11981696
N112,-0.36128768,-1.7500911
N1077,-0.096199535,-0.13865796
N1012,-0.14112991,-0.13597836
N855,-0.011617068,-0.34923583
N326,-5.075512,1.9372352
N411,-4.89838,1.9047862
N882,-4.9240704,1.9768299
N163,-4.9753046,2.0077782
N652,-4.759082,1.7985203
N393,-4.8207955,1.9617803
N522,-4.7901154,2.0373056
N723,0.022973616,-0.20570165
N180,0.009831393,-0.45407012
N501,-1.0681216,-1.9470904
N118,-0.31339332,0.5177875
N930,-0.013218168,-0.3153583
N950,-0.37492502,-1.8049434
N228,0.07532939,-0.37641442
N961,0.016675113,-0.38327032
N1125,1.2097919,-0.33180636
N525,1.1324226,-0.33500814
N276,1.3215642,-0.37508515
N665,1.4415728,-0.3659468
N656,-1.6193641,-2.5340807
N973,-0.5206893,0.36937237
N701,-0.666116,0.15471695
N376,-0.592777,0.41344574
N1084,-0.45309153,0.17308827
N399,-0.51825726,0.38808927
N966,0.48806882,0.49989957
N294,-0.20028707,0.13552648
N1142,0.5019774,0.18349102
N660,-0.41421574,-1.7775344
N313,0.3114533,0.3034648
N818,-0.17849213,0.37285513
N795,0.1824002,0.30175516
N1040,-0.27367145,-1.5088016
N1223,0.019358642,0.41837978
N18,0.52560604,0.344494
N591,0.5184607,0.40165666
N150,0.09312676,0.432217
N549,0.13549505,0.3638173
N421,-0.18561542,0.34085408
N1019,0.1752187,0.4184862
N981,0.09575357,0.24908337
N290,0.11659724,-0.120868355
N1228,-2.0586655,-3.1253932
N464,-0.33360955,-0.402822
N942,1.3630776,0.058824442
N625,1.3661957,-0.017130956
N401,3.9178326,-1.0140399
N1241,-0.6483825,-0.03854101
N392,-0.4972795,-0.20167746
N595,-0.59148717,0.5161433
N206,-0.10004322,-0.3810634
N733,1.2491492,0.08544111
N268,3.0796583,-0.74086887
N94,4.2251325,-1.0840147
N700,-1.2430878,0.5918054
N1181,0.2223517,-0.14516291
N337,-0.09942868,-0.19721553
N1105,-0.24779788,-0.10317673
N1080,-0.31911913,-0.15315735
N292,-2.0769813,-2.7898796
N187,-1.5400167,0.641806
N712,4.0717087,-1.0773689
N543,-1.8718252,0.8725585
N154,-1.7343217,0.7965331
N1017,-1.7481412,0.80848104
N567,-1.7798729,0.72560835
N1129,-1.6335638,0.7698146
N608,-1.3793017,0.5850488
N41,-1.7929124,0.84334046
N446,-1.4009802,0.6577915
N270,-0.9137797,0.6202576
N1086,-1.5744395,0.7433959
N989,-1.6927886,0.7318052
N229,1.1343095,-1.4722153
N205,0.17452532,0.6778923
N452,-4.855079,1.7825696
