id,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9
A0A835NI29_9PASS/4-44,-0.032500096,-0.63719183,0.027786534,0.043916903,1.022096,0.008307558,0.9470204,-0.073138766,-0.07669531,2.9202223
A0A6F9A5Y4_9TELE/4-55,-0.025950857,-0.53233457,0.043033447,0.048987463,0.89813113,0.019622788,1.0988452,-0.07352438,-0.082959846,3.2033205
A0A8C5N5K4_9TELE/421-469,-0.0123264175,-0.2246437,0.05096354,0.023380723,0.77082276,0.023632558,1.3950558,-0.09098814,-0.06930944,3.3203125
A0A8C4GBQ6_9TELE/298-351,-0.019815477,-0.45647556,0.04964253,0.03711146,0.9468625,0.016318569,1.2727866,-0.07488149,-0.063387364,3.0387797
A0A8C0R8Y1_CANLU/1-42,-0.0308838,-0.5701962,0.023079842,0.05528557,1.0818253,0.0006407201,0.71798533,-0.055314615,-0.062176894,2.6173844
A0A1X7SH24_AMPQE/2-45,-0.043923933,-0.6369968,0.032060515,0.041730043,0.96530294,0.02049347,0.9902037,-0.07373706,-0.055983964,2.6053507
A0A1V9XKW4_9ACAR/1094-1146,-0.042206995,-0.58802634,0.032737065,0.052169014,0.85072076,0.017967228,0.98129684,-0.06591595,-0.057186965,2.6556265
A0A8D2JDF7_VARKO/2-48,-0.03040621,-0.36717838,0.041652802,0.046071827,0.8575869,0.017236374,1.064206,-0.06271942,-0.04542372,2.6431916
A0A851QIK3_ANHAN/1-45,-0.045367464,-0.7262736,0.018032558,0.044036392,1.0524278,0.0409609,0.5030499,-0.067131035,-0.04972392,2.6652913
A0A5C6N0J4_9TELE/1-44,-0.04597923,-0.5130299,0.032965656,0.050076492,1.0257891,0.025145086,0.7155681,-0.0683304,-0.064937234,2.7184484
A0A498M0Y5_LABRO/1-46,-0.0568553,-0.2577523,0.04226626,0.044674806,1.4468561,0.02054698,0.81941444,-0.07212391,-0.08516851,2.9169142
A0A1D2N9Y1_ORCCI/8-58,-0.032671407,-0.32389122,0.040434737,0.04527308,0.5607797,0.032000747,0.5892817,-0.06471986,-0.04689682,2.7760298
A0A852J816_9PICI/6-53,-0.040638655,-0.40671027,0.039551016,0.040247835,0.73447335,0.012028517,0.57578546,-0.08566379,-0.039103013,2.5297554
A0A8D2QW20_ZOSLA/1541-1595,-0.038374368,-0.5355541,0.013851076,0.046751574,1.0832793,0.014939722,0.5569108,-0.05792176,-0.045907315,2.2607088
A0A444U3F0_ACIRT/378-430,-0.0383059,-0.5761065,0.015008282,0.03499812,0.86267525,0.033431858,0.33435333,-0.07196631,-0.029509395,2.4559054
A0A6H5GF66_9HEMI/11-64,-0.03846141,-0.07479901,0.024188753,0.043706194,0.6339102,0.02012609,0.59677273,-0.05290412,-0.027716804,2.2129352
A0A183CYU8_9BILA/2-57,-0.035572793,-0.27750173,0.024509925,0.04581177,0.73327094,0.02760951,0.41313857,-0.054207653,-0.034994815,2.2027032
A7RFT4_NEMVE/6-65,-0.040917274,-0.38513234,0.01853273,0.050938062,0.84222054,0.018969212,0.52198666,-0.049520105,-0.04371689,2.165221
A0A3P9PU62_POERE/214-267,-0.048089035,-0.61673146,0.009473097,0.037769206,0.912591,0.031326894,0.2684794,-0.06393506,-0.031703547,2.1255546
R0L6V5_ANAPL/1-54,-0.049459018,-0.33496317,0.004734371,0.026315253,0.798306,0.03572399,-0.051685795,-0.05950229,-0.047462236,2.2722197
A0A8C3XG01_9PASS/786-852,-0.042892113,-0.3801529,0.018650867,0.039483923,0.85419106,0.03374947,0.020341154,-0.05790315,-0.03874894,2.3785279
A0A212CR60_CEREH/502-583,-0.05077763,-0.42942762,0.01094212,0.03203883,0.73826694,0.044927575,-0.13073547,-0.057213612,-0.03247621,2.461638
A0A8M1QLH8_DANRE/520-588,-0.03262537,0.034946095,0.018626668,0.050147448,1.1850275,0.013690112,0.5526591,-0.053795613,-0.052140463,2.2337878
A0A498MDP0_LABRO/63-114,-0.042640317,-0.18345813,0.013804752,0.04949538,1.2365365,0.018250523,0.44272,-0.053789914,-0.06512983,2.3380144
A0A2K5EUE8_AOTNA/835-902,-0.02464974,-0.1602591,0.007193174,0.035906546,0.7160071,0.014382958,0.17091376,-0.04505167,-0.03603588,1.996603
A0A7K5VZT9_9SYLV/229-275,-0.022253847,0.109998226,0.027494218,0.050061595,1.1408818,-0.001140479,0.23646437,-0.05206289,-0.031066246,2.0095847
A0A448WWK9_9PLAT/2-56,-0.026956398,-0.044459157,0.018467378,0.036365323,0.47498223,0.035450127,0.38422835,-0.040274985,-0.032390513,2.2051919
A0A7F8QRU9_LEPWE/139-192,-0.0086345645,-0.017009264,0.01810347,0.0431082,0.7351705,-0.0018364824,0.484124,-0.04029257,-0.013334867,1.827182
A0A4Z2FNR7_9TELE/111-171,-0.04252901,-0.38747257,0.0020596124,0.037629653,0.64119905,0.027031546,-0.09030272,-0.0555787,-0.0388966,2.1588452
A0A482WHI1_LAOST/1090-1142,-0.03629855,-0.039560065,-0.002706986,0.033267926,0.61714625,0.041760765,-0.27499545,-0.03848189,-0.033660218,2.3565817
A0A3Q1G6F9_9TELE/1-54,-0.0045520505,-0.17896746,0.01870168,0.022910379,0.49760282,0.043039203,0.28280187,-0.024909042,-0.01871907,1.9855403
A0A6G1PCA2_9TELE/1230-1288,-0.03973314,-0.41450143,0.008064851,0.03961432,0.5295919,0.032765996,0.008949585,-0.049491256,-0.03382647,2.1444893
A0A183A5Q7_9TREM/329-384,-0.024855778,-0.21516342,0.01149236,0.030318292,0.5077865,0.037255727,0.26030698,-0.040751934,-0.023647022,1.98639
A0A7E4W6Q5_PANRE/918-997,-0.018956762,-0.0029694382,0.0035998076,0.035477974,0.71936584,0.008522339,0.39281458,-0.025660217,-0.023113217,1.8176948
A0A6I9LBH0_PERMB/710-767,-0.04025092,-0.29087183,-0.006260287,0.02102952,0.769503,0.018478718,0.057457387,-0.050104238,-0.050334927,2.0098827
A0A226MMN4_CALSU/3-59,-0.026421305,-0.21502365,0.0121630095,0.03902261,0.67126864,0.01999943,0.3178719,-0.039710887,-0.028724313,1.7918735
A0A6A4WP34_AMPAM/4741-4800,-0.019292291,-0.18990678,0.0062568896,0.036439896,0.41289026,0.041815817,-0.030402385,-0.027338803,-0.020897217,2.1154091
A0A1Y3BLT7_EURMA/19-97,-0.021812271,-0.20107922,0.0028384589,0.035333976,0.5516859,0.033894338,-0.058922037,-0.039291687,-0.026435979,1.965706
A0A5E4BT00_MARMO/1-55,-0.037139807,-0.3480506,-0.009313665,0.038803026,0.8787204,0.034562305,0.016838059,-0.054595076,-0.03386189,1.7684594
F7A5H7_MOUSE/57-122,-0.024414806,-0.15967828,0.006280292,0.036448885,0.5249721,0.03148537,0.13114645,-0.03186465,-0.022713143,1.8724782
A0A5E4CSZ7_MARMO/24-91,-0.039698396,-0.34530425,0.019081458,0.041511975,0.47837344,0.03478129,0.15561816,-0.0578333,-0.017070651,2.0661066
A0A4Y2X4W7_ARAVE/2-62,-0.024911467,-0.11092005,-0.005784586,0.030461475,0.5502088,0.04226539,-0.16789275,-0.038823687,-0.031792738,2.1262987
A0A430QEL3_SCHBO/2137-2198,-0.023923403,-0.15456186,0.006785866,0.04127626,0.45399374,0.03661388,0.15519986,-0.020174012,-0.025777131,2.0097098
A0A8C3M0X0_CHRPC/1410-1484,-0.03688229,-0.39876953,-0.0015193,0.038819958,0.9005706,0.01278244,0.37041998,-0.050222367,-0.022729822,1.6810782
A0A8C4NB89_EPTBU/1375-1447,-0.036739588,-0.25762945,0.0012508705,0.037448496,0.73694867,0.012057427,0.32700485,-0.038713075,-0.032111637,1.731985
A0A8C1H3D3_CYPCA/1170-1230,-0.053522635,-0.43441373,0.00038558617,0.044364415,0.9371964,0.021785373,0.23337547,-0.057716534,-0.032347877,1.6959872
A0A8C6PUU5_NOTFU/1129-1194,-0.050381996,-0.4105601,-0.0025037155,0.045281906,0.8481611,0.017033463,0.21565269,-0.061917685,-0.023426626,1.6435018
W5K883_ASTMX/628-696,-0.0029402133,-0.407226,0.029658753,0.041480497,0.20378245,0.058099233,0.9356358,-0.06091705,0.0002208706,2.440321
A0A4Y2G1D1_ARAVE/6-64,-0.030725837,-0.15385884,-0.01865908,0.024691045,0.49278116,0.046430506,-0.42254943,-0.022343516,-0.021418639,1.9528778
A0A6P6YK10_DERPT/1339-1437,-0.029601756,-0.1883913,-0.013541952,0.027662782,0.51478165,0.04293005,-0.3093686,-0.024564788,-0.025982711,1.8860711
A0A6Q2XYX6_ESOLU/1341-1404,-0.047485363,-0.2877673,-0.0022615157,0.03532442,0.84589267,0.018529152,0.3035163,-0.045314513,-0.024235412,1.5440984
A0A2I0T499_LIMLA/2-61,-0.01813322,-0.095935546,0.0010122508,0.032240964,0.2764323,0.047201183,-0.21527858,-0.027024657,-0.015275829,2.0270886
A0A1V4KRJ8_PATFA/81-158,-0.024591986,-0.046756826,0.024682578,0.021579597,0.54593074,-0.0043888874,0.6233536,-0.038653128,-0.0049815048,1.7554985
B7Q859_IXOSC/2-72,-0.03918581,-0.28085777,-0.020466534,0.027411835,0.47738436,0.030282684,-0.2149327,-0.03897296,-0.027012806,1.8788809
A0A7L2B345_9GRUI/1-71,-0.032130357,-0.31499755,0.008803334,0.052639525,0.041024115,0.056858018,-1.0865057,-0.0427937,0.0017267484,2.9514673
A0A7L0DNF2_9CHAR/1-71,-0.029224245,-0.40593544,0.007878173,0.041923806,0.09741381,0.06528094,-1.0681959,-0.03060612,-0.0083573125,3.0324275
A0A672N2R1_SINGR/225-301,-0.033996698,0.09466226,0.010335304,0.04067613,0.5016185,0.0105497055,0.42638624,-0.042598747,-0.020124894,1.89436
A0A6P7HWZ6_9TELE/445-528,-0.027898284,0.15328169,0.008074198,0.036145777,0.538438,-0.008508656,0.42348552,-0.035260983,-0.006614782,1.7501667
A0A8C4AX28_9TELE/283-347,0.007424653,-0.17173493,0.0026388243,0.036753822,0.38676322,0.016827028,0.7680077,-0.041741714,0.0028411318,1.7301198
A0A819NRN7_9BILA/1069-1162,-0.008135074,-0.21298969,0.02244486,0.032732256,0.29713318,0.043656945,0.5983794,-0.04162924,-0.0037030857,2.027132
A0A8D2JDF7_VARKO/418-481,0.004756656,-0.13769409,0.0086254515,0.015605509,0.36410776,0.041681454,0.20386913,-0.0071220547,-0.007900922,1.7752504
A0A183B4V8_9TREM/35-102,-0.036108673,-0.20908572,0.010838162,0.037463382,0.56215495,0.0174243,0.21466497,-0.04657045,-0.019910865,1.7989241
A0A4Y2U315_ARAVE/14-84,-0.02925017,-0.18121178,-0.0010161586,0.034214295,0.47389767,0.034916915,-0.007957168,-0.02650819,-0.026434168,1.8833739
A0A226NJI5_CALSU/340-406,-0.02898383,-0.57649666,0.00894624,0.028640809,0.33917657,0.036996834,0.35501766,-0.04398197,-0.0028654858,1.8084456
V5BDJ7_TRYCR/3182-3244,-0.024177609,-0.27326035,0.023089003,0.02992639,0.48475242,0.021505916,0.38835746,-0.044468984,-0.00838941,1.8155191
A0A7N6BRM6_ANATE/540-619,-0.030140705,-0.15616783,-0.0124395415,0.0224761,0.56754804,0.014825484,-0.045960404,-0.041291595,-0.011309367,1.6696413
A0A4W6G9S6_LATCA/803-866,-0.046235807,-0.3740453,-0.008942347,0.020074174,0.52873385,0.028809557,-0.20394866,-0.042313136,-0.023223773,1.8056833
A0A4W4G2Y7_ELEEL/708-771,-0.040914048,0.17109837,-0.019120231,0.030296307,0.62342924,0.046622444,-0.49855137,-0.0073354393,-0.014677074,1.9596769
A0A212CLR0_CEREH/2-65,-0.033922262,0.14950445,-0.034697317,0.024351977,0.6955316,0.0571106,-0.65538913,-0.028988272,-0.025741678,1.9552752
A0A1A6HXE4_NEOLE/357-424,-0.05014952,-0.3121678,-0.013094112,0.030183531,0.58882225,-0.0017824359,0.050190963,-0.049580395,-0.022915494,1.6412847
A0A7K8SBU3_9PASS/1-71,-0.046030905,-0.39196363,-0.013770554,0.019902863,0.49686962,0.024028827,-0.14916053,-0.04581876,-0.023193311,1.8845364
A0A5N4E956_CAMDR/462-530,-0.05871167,-0.3716025,0.007927865,0.03228049,0.5288629,0.003910616,0.19392814,-0.06556099,-0.02788109,1.7825447
A0A2I0M0V9_COLLI/1171-1240,-0.035951015,-0.2236985,-0.010831147,0.025638362,0.4459489,0.022409093,-0.15372106,-0.028034233,-0.028228056,1.8229089
A0A8C9QMH9_SPEDA/1047-1113,-0.03463924,-0.21767312,-7.5131655e-05,0.029235562,0.39951628,0.03611087,-0.030152656,-0.036314473,-0.023544986,1.8692845
A0A2K6UR91_SAIBB/744-815,-0.050232813,0.17091048,-0.014292117,0.03804047,0.69436693,0.041654594,-0.55063254,-0.028321646,-0.011920735,2.039723
A0A8C0GZR1_CHEAB/528-597,-0.05086512,-0.35111576,0.0015358031,0.03541894,0.64274186,0.019639898,0.39603007,-0.04033377,-0.023945823,1.5909957
A0A8W8MLE6_CRAGI/46-109,-0.021668656,-0.19772555,0.002992075,0.03290271,0.34040663,0.04482847,0.10385994,-0.020964928,-0.024784818,1.9085047
A0A4U1EF70_MONMO/415-483,-0.011316299,0.119297095,0.021747857,0.0044401735,-0.06943297,0.017817896,0.55066913,-0.041102633,0.023866344,2.3442774
A0A8C7HAB8_ONCKI/501-572,-0.012898928,0.15239578,-0.008606952,0.03493084,0.45549795,0.03260258,-0.12210691,-0.016546331,-0.021929279,2.0091252
A0A212C193_CEREH/2-64,-0.02601285,-0.11223968,0.0058385655,0.036707275,0.2482724,0.0677533,-0.020465054,-0.033847265,-0.021834586,2.1236818
A0A8R2A6Q8_ACYPI/1528-1609,-0.005804782,0.07161284,0.0024069361,0.030295977,0.3427691,0.05065695,0.023513034,-0.009296708,-0.019746058,2.0657551
A0A0V1MIX3_9BILA/1173-1250,-0.020080155,-0.2802846,-0.0020583123,0.025013622,0.3124912,0.050186507,-0.24254574,-0.03050495,0.0051866854,1.8700799
A0A0Q3P4I3_AMAAE/513-573,-0.03425295,0.043793026,0.03437959,0.044177055,-0.14478597,0.04614752,-0.0825865,-0.057108194,0.0030941237,2.933451
A0A8C5BZ44_GADMO/794-854,-0.027215926,0.041396353,0.033732373,0.03658913,0.012531567,0.049072105,0.27550602,-0.048372015,-0.002776105,2.6905327
V9G0E0_PHYPR/558-620,-0.026379578,-0.035235114,-0.0025514103,0.025839893,0.39709008,0.046533097,-0.0020306557,-0.023516335,-0.020438578,1.8422691
A0A6J2WD71_CHACN/690-760,-0.061317965,0.722831,0.032254223,0.026700806,0.55862653,0.08483848,0.231492,-0.07133988,-0.03588275,3.545963
A0A7N6FCT9_ANATE/827-907,-0.01683066,-0.25131398,0.01291455,0.02348413,0.46343,0.021288807,0.12150101,-0.01578442,-0.0060466025,1.7066671
A0A2G8LL27_STIJA/4-67,-0.0005629831,-0.09872878,0.0022892542,0.026076086,0.29246002,0.04684576,-0.30413043,0.0005393401,-0.014713291,1.9089806
A0A0N4V4U0_ENTVE/1076-1158,-0.026523935,-0.052227244,0.0077606887,0.03294643,0.39056382,0.03505372,0.2483108,-0.037764482,-0.015656285,1.8467739
A0A673WIF7_SALTR/569-650,-0.06894735,0.7689603,0.035891283,0.02536859,0.55535996,0.09038386,0.13626122,-0.07646126,-0.022607815,3.7220962
A0A8C7HNB8_ONCKI/589-670,-0.06585617,0.77179945,0.036345344,0.025478326,0.5590452,0.089239076,0.16391012,-0.075386606,-0.02447617,3.6899505
A0A1S3MUF9_SALSA/599-680,-0.067119524,0.7216508,0.0366177,0.026490407,0.52764076,0.08636986,0.1362729,-0.0733419,-0.021259539,3.6409945
