id,dim0,dim1
N476,1.531153,-1.155741
N824,-3.0586295,-1.6437275
N181,-1.3474885,-0.20836988
N267,-2.2310321,-0.09631426
N920,-1.8384471,0.48204082
N932,-1.8441715,-0.3056256
N201,-1.8365685,-0.73973817
N864,1.5721303,-1.1549798
N747,-1.9354894,0.17031597
N833,-1.9870027,0.19170678
N1023,-1.8742274,0.10928865
N807,-1.7502638,0.015698759
N837,1.6958523,-0.9182215
N51,-1.9716542,-0.05281897
N460,-2.0157042,-0.019743934
N638,-2.6347244,-1.674329
N365,-2.045551,-0.19279248
N682,-2.6269405,-0.7600052
N1147,1.2104695,-7.058638
N841,1.7700783,-0.9569094
N806,1.8067518,-0.9869657
N149,-1.8021631,0.9131758
N92,0.06733689,0.45981947
N786,4.904024,-4.469417
N826,-1.1829506,2.31971
N1109,-0.44259638,-0.01913268
N294,0.108475395,0.90103
N428,-0.7045979,0.2169468
N1078,0.6146065,0.9541256
N392,0.22184573,0.5204526
N530,-0.67979074,0.017060373
N1116,0.4742765,-2.8258188
N82,-1.6861739,0.22794168
N436,-2.4228547,1.0333667
N329,-1.818714,-0.07205434
N900,-0.92142594,0.17742582
N978,0.21852769,0.65851545
N746,-2.5346746,1.4053133
N773,-2.3196158,-0.10213499
N220,-1.9326154,-0.50014585
N231,-1.632571,0.5714412
N456,-0.8180451,0.105278134
N675,-1.7788944,0.3439572
N982,-1.9528404,0.52753717
N441,-1.1667397,0.07959327
N781,-1.6902047,0.36397126
N402,-2.526999,1.4027519
N244,-2.429954,1.4365429
N753,-2.5431862,1.4047287
N642,-1.5527979,0.34934306
N916,-2.2580593,-0.101435214
N901,-1.8602647,0.9833111
N709,-1.9453248,-0.3413922
N1007,-2.3036919,1.2788535
N983,-2.2567852,-0.2222135
N346,-2.1469066,-0.4659476
N617,-2.1625123,-0.45912427
N507,-1.5490929,0.32459903
N1235,-1.6767988,0.3578419
N925,-1.7162002,0.37476325
N1004,-1.6350722,0.38329858
N679,-1.8329245,0.4415839
N856,-2.184432,-1.401909
N1123,-1.3913754,0.4097095
N1127,-1.4775126,0.38427737
N1186,-2.648803,-0.74581826
N1087,-2.3283267,-0.765883
N1178,-2.3802729,-0.6580289
N836,-2.2708054,-0.72091013
N919,-2.1351335,-0.6553061
N910,-1.9719511,-0.6956838
N247,-2.255204,-0.74721146
N1068,-2.364193,-0.43434414
N407,-2.2884927,-0.37118334
N523,-2.2931502,-0.4615686
N237,-1.9980701,-0.28613377
N1242,-2.3284428,-0.39448753
N724,-2.3403358,-0.41217807
N351,-2.1985872,-0.37438264
N387,-2.2747447,-0.37364224
N340,2.3568995,-2.5435827
N308,2.3587224,-2.5812454
